Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels
Purchase items and services in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/purchase-items-services-dynamics-365-business-central/,5,"1,202","14,646",20.32%,684,139,134,2559,33.8156822,667,190,learn-dynamics.purchase-items-services-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
PyTorch Fundamentals,https://docs.microsoft.com/en-us/learn/paths/pytorch-fundamentals/,4,"5,121","25,797",0.46%,"3,514",16,20,2559,22.96221441,911,253,learn.pytorch.pytorch-fundamentals,data-scientist;developer;student,azure-machine-learning,beginner;intermediate
Quantum computing foundations,https://docs.microsoft.com/en-us/learn/paths/quantum-computing-fundamentals/,8,"1,989","10,373",0.47%,"1,289",6,7,2559,15.92099883,"1,179",435,learn.quantum-computing-fundamentals,developer,qdk;azure-quantum,beginner;intermediate
Quickly find relevant data to respond to legal and regulatory obligations using Advanced eDiscovery and Advanced Audit,https://docs.microsoft.com/en-us/learn/paths/compliance-discover/,2,370,"1,561",8.50%,200,17,17,2559,12.2036036,372,187,learn-m365.compliance-discover,administrator;auditor,m365,intermediate
Realize Integrated Analytical Solutions with Azure Synapse Analytics,https://docs.microsoft.com/en-us/learn/paths/realize-integrated-analytical-solutions-with-azure-synapse-analytics/,4,"5,847","76,463",17.77%,"3,427",609,691,2559,34.73229006,"1,271",196,learn.wwl.realize-integrated-analytical-solutions-with-azure-synapse-analytics,data-engineer,azure-synapse-analytics,beginner
Receive and put-away items in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/receive-put-away-items-whse/,3,154,"1,168",19.80%,101,20,20,2559,12.19837662,59,101,learn-dynamics.receive-put-away-items-whse,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Reclassify fixed assets in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/reclassify-fixed-assets/,2,98,470,27.42%,62,17,18,2559,6.97414966,114,57,learn-dynamics.reclassify-fixed-assets,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Reconcile bank accounts in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/reconcile-bank-accounts-dynamics-365-business-central/,3,765,"6,085",18.83%,494,93,86,2559,23.75884532,618,113,learn-dynamics.reconcile-bank-accounts-dynamics-365-business-central,business-user;functional-consultant,dynamics-365;dynamics-business-central,intermediate
Reduce risk with Microsoft Compliance Manager,https://docs.microsoft.com/en-us/learn/paths/compmgmt/,3,"1,524","10,032",11.92%,260,31,32,2559,7.931485127,289,145,learn-m365.compmgmt,administrator,m365;office-365,intermediate
Replenish items in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/replenish-items-dynamics-365-business-central/,3,344,"2,808",23.70%,173,41,44,2559,14.30906008,337,106,learn-dynamics.replenish-items-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Return items in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/return-items-dynamics-365-business-central/,3,555,"5,573",27.39%,376,103,112,2559,19.66219219,557,85,learn-dynamics.return-items-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Run Azure for SAP workloads,https://docs.microsoft.com/en-us/learn/paths/running-azure-sap-workloads/,5,563,"4,713",8.52%,399,34,38,2559,19.8963884,858,196,learn.wwl.run-azure-sap-workloads,administrator,azure,advanced
Run high-performance computing (HPC) applications on Azure,https://docs.microsoft.com/en-us/learn/paths/run-high-performance-computing-applications-azure/,13,"2,017","23,450",6.17%,243,15,20,2559,23.78822509,56,632,learn.azure.run-high-performance-computing-applications-azure,administrator;developer;solution-architect;student;technology-manager;functional-consultant,azure;azure-hpc-cache;azure-batch;azure-virtual-machines;azure-cyclecloud;azure-netapp-files,beginner;intermediate
Run VMware workloads on Azure VMware Solution,https://docs.microsoft.com/en-us/learn/paths/run-vmware-workloads-azure-vmware-solution/,3,523,"3,246",4.52%,332,15,18,2559,28.78814532,79,130,learn.run-vmware-workloads-azure-vmware-solution,solution-architect;administrator,azure;azure-vmware-solution,intermediate
Safeguard cloud resources,https://docs.microsoft.com/en-us/learn/paths/cmu-admin-monitor-secure-recover/,3,"1,460","7,838",2.30%,348,8,10,2559,22.16856164,682,160,learn.cmu-cloud-admin.cmu-monitor-secure-recover,administrator;student,azure,beginner
Safeguard multi-cloud apps and resources with cloud security solutions from Microsoft,https://docs.microsoft.com/en-us/learn/paths/m365-cloud-security/,2,"1,571","11,439",17.18%,291,50,63,2559,14.848345,468,141,learn-m365.m365-cloud-security,administrator,m365,intermediate
Safely return to school and the workplace using solutions,https://docs.microsoft.com/en-us/learn/paths/return-work-school/,2,166,593,12.87%,101,13,13,2559,6.118072289,45,42,learn-bizapps.return-work-school,maker;business-user,power-platform;power-automate;industry-solutions;return-to-school;return-to-workplace,beginner
SAP certified offerings for Azure,https://docs.microsoft.com/en-us/learn/paths/sap-certified-offerings/,4,"1,656","13,629",5.61%,"1,318",74,84,2559,26.4598128,"1,710",189,learn.wwl.sap-certified-offerings-azure,administrator,azure,beginner
SC-200 part 1: Mitigate threats using Microsoft Defender for Endpoint,https://docs.microsoft.com/en-us/learn/paths/sc-200-mitigate-threats-using-microsoft-defender-for-endpoint/,10,"8,204","88,727",7.19%,"4,493",323,373,2559,28.47015683,"1,503",406,learn.wwl.sc-200-mitigate-threats-using-microsoft-defender-for-endpoint,security-operations-analyst,windows,intermediate
SC-200 part 2: Mitigate threats using Microsoft 365 Defender,https://docs.microsoft.com/en-us/learn/paths/sc-200-mitigate-threats-using-microsoft-365-defender/,8,"7,198","76,294",24.13%,"1,405",339,385,2559,23.70235714,776,374,learn.wwl.sc-200-mitigate-threats-using-microsoft-365-defender,security-operations-analyst,m365,intermediate
SC-200 part 3: Mitigate threats using Azure Defender,https://docs.microsoft.com/en-us/learn/paths/sc-200-mitigate-threats-using-azure-defender/,5,"1,277","14,824",14.99%,"1,001",150,180,2559,29.43050117,647,239,learn.wwl.sc-200-mitigate-threats-using-azure-defender,security-operations-analyst,azure;azure-security-center,intermediate
SC-200 part 4: Create queries for Azure Sentinel using Kusto Query Language (KQL),https://docs.microsoft.com/en-us/learn/paths/sc-200-utilize-kql-for-azure-sentinel/,4,"2,958","23,247",8.87%,"2,097",186,230,2559,18.44112576,704,123,learn.wwl.sc-200-utilize-kql-for-azure-sentinel,security-operations-analyst,azure;azure-sentinel,intermediate
SC-200 part 5: Configure your Azure Sentinel environment,https://docs.microsoft.com/en-us/learn/paths/sc-200-configure-azure-sentinel-environment/,5,"3,398","31,083",19.69%,"1,168",230,279,2559,20.4916029,654,114,learn.wwl.sc-200-configure-your-azure-sentinel-environment,security-operations-analyst,azure;azure-sentinel,intermediate
SC-200 part 6: Connect logs to Azure Sentinel,https://docs.microsoft.com/en-us/learn/paths/sc-200-connect-logs-to-azure-sentinel/,7,"1,001","14,833",21.00%,643,135,163,2559,27.09062604,499,164,learn.wwl.sc-200-connect-logs-to-azure-sentinel,security-operations-analyst,azure;azure-log-analytics;azure-sentinel,intermediate
SC-200 part 7: Create detections and perform investigations using Azure Sentinel,https://docs.microsoft.com/en-us/learn/paths/sc-200-create-detections-perform-investigations-azure-sentinel/,5,"2,330","20,363",23.69%,650,154,175,2559,29.59609442,520,262,learn.wwl.sc-200-create-detections-perform-investigations-azure-sentinel,security-operations-analyst,azure;azure-sentinel,intermediate
SC-200 part 8: Perform threat hunting in Azure Sentinel,https://docs.microsoft.com/en-us/learn/paths/sc-200-perform-threat-hunting-azure-sentinel/,3,982,"7,527",21.43%,616,132,157,2559,16.61444331,503,116,learn.wwl.sc-200-perform-threat-hunting-azure-sentinel,security-operations-analyst,azure;azure-sentinel,intermediate
SC-300 part 1: Implement an identity management solution,https://docs.microsoft.com/en-us/learn/paths/implement-identity-management-solution/,4,"5,152","47,900",6.69%,"3,754",251,294,2559,33.86664726,"1,147",218,learn.wwl.implement-identity-management-solution,administrator;identity-access-admin;security-engineer,azure;azure-active-directory,intermediate
SC-300 part 2: Implement an Authentication and Access Management solution,https://docs.microsoft.com/en-us/learn/paths/implement-authentication-access-management-solution/,4,"4,400","36,133",13.42%,"1,356",182,219,2559,19.72722727,702,191,learn.wwl.implement-authentication-access-management-solution,administrator;identity-access-admin;security-engineer,azure;azure-active-directory,intermediate
SC-300 part 3: Implement Access Management for Apps,https://docs.microsoft.com/en-us/learn/paths/implement-access-management-for-apps/,3,"1,273","11,229",12.89%,"1,071",138,166,2559,28.68923802,634,127,learn.wwl.implement-access-management-for-apps,administrator;identity-access-admin;security-engineer,azure;azure-active-directory,intermediate
SC-300 part 4: Plan and implement an identity governance strategy,https://docs.microsoft.com/en-us/learn/paths/plan-implement-identity-governance-strategy/,4,"1,493","13,608",12.70%,"1,087",138,162,2559,25.32808663,603,189,learn.wwl.plan-implement-identity-governance-strategy,administrator;identity-access-admin;security-engineer,azure;azure-active-directory,intermediate
SC-400 part 1: Implement Information Protection in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/implement-information-protection/,8,"3,322","32,430",7.94%,"1,852",147,161,2559,29.24442605,770,299,learn.wwl.implement-information-protection,auditor;ip-admin;risk-practitioner,m365-information-protection,intermediate
SC-400 part 2: Implement Data Loss Prevention,https://docs.microsoft.com/en-us/learn/paths/implement-data-loss-prevention/,3,"1,171","9,106",15.40%,721,111,110,2559,21.61394819,503,118,learn.wwl.implement-data-loss-prevention,auditor;ip-admin;risk-practitioner,m365;m365-information-protection,intermediate
SC-400 part 3: Implement Information Governance in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/implement-information-governance/,3,943,"7,835",14.93%,643,96,109,2559,27.75850124,474,157,learn.wwl.implement-information-governance,auditor;ip-admin,m365;m365-information-protection,intermediate
Scale AI in your organization,https://docs.microsoft.com/en-us/learn/paths/scale-ai-organizations/,2,566,"2,202",2.50%,160,4,5,2559,10.95058893,335,86,learn.scale-ai-organizations,functional-consultant;business-user,azure;dynamics-365;m365,intermediate
Secure cloud apps using Microsoft Cloud App Security,https://docs.microsoft.com/en-us/learn/paths/m365-cloud-app-security-fundamentals/,6,302,"2,607",13.04%,138,18,20,2559,19.47450331,184,174,learn-m365.m365-cloud-app-security,administrator,m365;m365-ems-cloud-app-security,beginner
Secure the Microsoft 365 Messaging environment,https://docs.microsoft.com/en-us/learn/paths/m365-messaging-secure-environment/,3,813,"6,587",17.75%,552,98,112,2559,20.98890939,970,101,learn-m365.m365-messaging-secure-environment,administrator,m365;office-365;office-exchange-server,intermediate
Secure your cloud applications in Azure,https://docs.microsoft.com/en-us/learn/paths/secure-your-cloud-apps/,6,"19,818","207,086",5.36%,"8,156",437,496,2559,31.0575201,"9,920",336,learn.security.secure-your-cloud-apps,solution-architect;developer;security-engineer,azure;azure-policy;azure-key-vault;azure-active-directory;azure-api-management,beginner;intermediate;advanced
Secure your cloud data in Azure,https://docs.microsoft.com/en-us/learn/paths/secure-your-cloud-data/,7,"52,055","510,475",13.59%,"4,304",585,616,2559,26.6548516,"9,701",287,learn.secure-your-cloud-data,developer;administrator,azure;azure-key-vault;azure-storage;azure-cosmos-db;azure-synapse-analytics;azure-sql-database,beginner;intermediate
Secure your organization with Microsoft Defender for Endpoint,https://docs.microsoft.com/en-us/learn/paths/defender-endpoint-fundamentals/,9,"1,924","17,851",4.20%,"1,597",67,79,2559,23.54892585,311,145,learn-m365.m365-defender-endpoint-secure-organization,administrator;security-operations-analyst;security-engineer,m365;mdatp,beginner
Securely connect IoT devices to the cloud,https://docs.microsoft.com/en-us/learn/paths/securely-connect-iot-devices/,6,"2,430","23,738",7.88%,"1,003",79,88,2559,30.61567901,"1,851",329,learn.securely-connect-iot-devices-to-cloud,developer;solution-architect;administrator,azure;azure-iot;azure-portal;azure-storage;azure-iot-hub;azure-iot-central;azure-iot-edge;azure-time-series-insights;azure-cosmos-db;azure-blob-storage;azure-event-grid,beginner;intermediate
"Security, Compliance, and Identity Fundamentals (SC-900)  - Describe the capabilities of Microsoft compliance solutions",https://docs.microsoft.com/en-us/learn/paths/describe-capabilities-of-microsoft-compliance-solutions/,5,"7,056","105,748",28.18%,"3,261",919,"1,038",2559,33.30306359,"1,319",147,learn.wwl.describe-capabilities-of-microsoft-compliance-solutions,business-user;student,azure;m365,beginner
"Security, Compliance, and Identity Fundamentals (SC-900) - Describe the capabilities of Microsoft Identity and access management solutions",https://docs.microsoft.com/en-us/learn/paths/describe-capabilities-of-microsoft-identity-access/,4,"5,457","95,290",32.52%,"4,246","1,381","1,604",2559,48.47232912,"1,432",88,learn.wwl.describe-capabilities-of-microsoft-identity-access-management-solutions,business-user;student,azure-active-directory,beginner
"Security, Compliance, and Identity Fundamentals (SC-900) - Describe the capabilities of Microsoft security solutions",https://docs.microsoft.com/en-us/learn/paths/describe-capabilities-of-microsoft-security-solutions/,6,"5,041","107,399",27.35%,"3,729","1,020","1,177",2559,55.59020036,"1,418",136,learn.wwl.describe-capabilities-of-microsoft-security-solutions,business-user;student,azure;m365,beginner
"Security, Compliance, and Identity Fundamentals (SC-900) - Describe the concepts of security, compliance, and identity",https://docs.microsoft.com/en-us/learn/paths/describe-concepts-of-security-compliance-identity/,2,"12,123","122,635",25.44%,"9,326","2,373","2,624",2559,27.6939234,"2,708",45,learn.wwl.describe-concepts-of-security-compliance-identity,business-user;student,azure;m365,beginner
Sell items and services in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/sell-items-services-dynamics-365-business-central/,5,"1,288","16,590",19.97%,626,125,122,2559,36.06749482,683,312,learn-dynamics.sell-items-services-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Sell through the commercial marketplace,https://docs.microsoft.com/en-us/learn/paths/sell-through-commercial-marketplace/,4,"1,741","10,535",5.88%,765,45,50,2559,12.85893165,107,126,learn.sell-through-commercial-marketplace,business-user;business-owner;technology-manager;administrator,azure;dynamics-365;m365;office-365;power-platform,beginner
Set up calling in Microsoft Teams with Phone System,https://docs.microsoft.com/en-us/learn/paths/m365-teams-voice/,7,772,"7,846",18.22%,269,49,52,2559,21.46895509,172,230,learn-m365-pr.m365-teams-calling,administrator,m365,advanced
Set up Dynamics 365 Marketing and configure advanced settings,https://docs.microsoft.com/en-us/learn/paths/get-started-with-marketing/,3,946,"8,849",10.07%,745,75,77,2559,29.11842847,924,157,learn-dynamics.set-up-dynamics-365-marketing,administrator;functional-consultant;business-user,dynamics-365;dynamics-marketing,intermediate
Set up engineering change management for Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/set-up-engineering-change-management/,4,157,"1,442",10.00%,80,8,12,2559,13.76719745,29,268,learn-dynamics.set-up-engineering-change-management,administrator;functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate
Set up financial management in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/set-up-financial-management-dynamics-365-business-central/,4,"1,808","20,577",14.81%,"1,006",149,163,2559,33.55309735,904,199,learn-dynamics.set-up-financial-management-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Set up fixed assets management in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/set-up-fixed-assets-management/,6,233,"2,316",21.15%,104,22,23,2559,13.72875536,147,152,learn-dynamics.set-up-fixed-assets-management,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Set up jobs and resources in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/set-up-jobs-resources/,6,262,"2,648",19.47%,113,22,22,2559,21.843257,161,138,learn-dynamics.set-up-jobs-resources,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Set up Microsoft Dynamics 365 Business Central for reporting,https://docs.microsoft.com/en-us/learn/paths/setup-reporting-dynamics-365-business-central/,3,"1,168","10,857",21.15%,624,132,130,2559,27.17638413,835,174,learn-dynamics.setup-reporting-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Set up Microsoft Teams meetings for your organization,https://docs.microsoft.com/en-us/learn/paths/m365-teams-setup-meetings/,3,783,"4,602",10.39%,587,61,67,2559,10.87426564,"1,050",56,learn-m365.teams-meetings,administrator,office-teams,intermediate
Set up warehouse management in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/set-up-warehouse-management/,6,332,"3,661",14.77%,176,26,26,2559,26.07299197,92,164,learn-dynamics.set-up-warehouse-management,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Set up warehouse tasks in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/set-up-warehouse-tasks/,4,225,"2,168",17.07%,123,21,17,2559,25.73111111,140,224,learn-dynamics.set-up-warehouse-tasks,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Share data with Azure Data Share,https://docs.microsoft.com/en-us/learn/paths/share-data-with-azure-data-share/,2,"1,296","17,070",100.00%,133,133,153,2559,26.22048611,148,82,learn.wwl.sharing-data-with-azure-data-share,data-engineer,azure-data-share,intermediate
Solution Architect: Design Microsoft Power Platform solutions,https://docs.microsoft.com/en-us/learn/paths/solution-architect-data/,12,"2,676","25,849",3.68%,"1,520",56,59,2559,32.81381415,531,426,learn-bizapps.solution-architect-design,solution-architect,power-platform;dynamics-365;power-apps;power-automate;power-virtual-agents,advanced
Solve problems in real time with Dynamics 365 Remote Assist,https://docs.microsoft.com/en-us/learn/paths/solve-problems-remote-assist/,2,369,"1,927",11.52%,191,22,25,2559,11.10266486,189,85,learn-dynamics.solve-problems-remote-assist,administrator;functional-consultant;business-user,dynamics-365;dynamics-field-service;dynamics-remote-assist,intermediate
SQL Server on Linux,https://docs.microsoft.com/en-us/learn/paths/sql-server-2017-on-linux/,4,"5,124","35,419",10.80%,287,31,32,2559,9.526603565,"1,199",184,learn-sqlserver.sql-server-on-linux,data-engineer,sql-server,intermediate
SQL Server upgrades,https://docs.microsoft.com/en-us/learn/paths/sql-server-2017-upgrades/,5,"1,580","6,465",2.28%,394,9,9,2559,9.223523207,"1,256",193,learn-sqlserver.sql-server-2017-upgrades,data-engineer,sql-server,intermediate
Start in tech as an intern,https://docs.microsoft.com/en-us/learn/paths/start-career-in-tech/,3,"6,607","27,530",2.01%,"5,811",117,139,2559,8.326446698,176,72,learn.start-career-in-tech,developer;student,azure;vs;vs-code,beginner
Stay current with Windows 10 and Microsoft 365 Apps,https://docs.microsoft.com/en-us/learn/paths/m365-stay-current/,3,"3,228","19,023",7.30%,"2,519",184,211,2559,13.76732239,"2,735",135,learn-m365.m365-stay-current,administrator,m365;windows;office-365,intermediate
Store data in Azure,https://docs.microsoft.com/en-us/learn/paths/store-data-in-azure/,5,"30,614","491,707",11.98%,"11,395","1,365","1,528",2559,32.73856297,"12,723",220,learn.store-data-in-azure,developer;data-engineer,azure;azure-storage;azure-portal;azure-cloud-shell,beginner
Tailor roles and design the UI for Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/tailor-roles-design-ui/,4,490,"2,982",11.21%,116,13,14,2559,12.52761905,162,188,learn-dynamics.tailor-roles-design-ui,developer,dynamics-365;dynamics-business-central,intermediate
Take your first steps with C#,https://docs.microsoft.com/en-us/learn/paths/csharp-first-steps/,8,"32,491","385,878",6.20%,"19,054","1,181","1,475",2559,29.56718989,"12,717",231,learn.languages.csharp-first-steps,developer;student,dotnet,beginner
Take your first steps with F#,https://docs.microsoft.com/en-us/learn/paths/fsharp-first-steps/,5,"2,529","20,207",4.38%,"1,257",55,73,2559,15.96349018,146,102,learn.languages.fsharp-first-steps,developer;student,dotnet,beginner
Take your first steps with Go,https://docs.microsoft.com/en-us/learn/paths/go-first-steps/,8,"3,900","31,656",0.92%,"3,253",30,34,2559,25.45313675,898,330,learn.languages.go-first-steps,developer;student,vs-code,beginner
Take your first steps with Python,https://docs.microsoft.com/en-us/learn/paths/python-first-steps/,10,"25,110","197,222",4.48%,"9,473",424,472,2559,16.69674764,"11,502",279,learn.languages.python-first-steps,developer;student,vs-code,beginner
Take your first steps with Rust,https://docs.microsoft.com/en-us/learn/paths/rust-first-steps/,11,"5,279","39,320",1.49%,"2,482",37,48,2559,18.90306876,"1,292",331,learn.languages.rust-first-steps,developer;student,vs-code,beginner
Take your first steps with Vue.js,https://docs.microsoft.com/en-us/learn/paths/vue-first-steps/,4,"1,412","7,155",2.06%,972,20,26,2559,11.88287299,356,110,learn.languages.vue-first-steps,developer;student,vs-code;azure-app-service-static,intermediate
TensorFlow fundamentals,https://docs.microsoft.com/en-us/learn/paths/tensorflow-fundamentals/,5,516,"2,062",1.85%,378,7,9,2559,9.263533592,106,275,learn.tensorflow.tensorflow-fundamentals,data-scientist;developer;student,azure-machine-learning,beginner;intermediate
Threat Modeling Security Fundamentals,https://docs.microsoft.com/en-us/learn/paths/tm-threat-modeling-fundamentals/,7,"2,773","45,671",48.70%,"1,152",561,634,2559,17.9961654,"3,200",192,learn.security.tm-threat-modeling-fundamentals,administrator;developer;devops-engineer;solution-architect;security-engineer,azure-iot-security-center;azure-iot-security-center,beginner;intermediate
Transform your business applications with fusion development,https://docs.microsoft.com/en-us/learn/paths/transform-business-applications-with-fusion-development/,5,"3,908","25,748",9.08%,"2,335",212,235,2559,14.47639884,406,199,learn-bizapps.transform-with-fusion-dev,maker;developer,azure;azure-api-management;dotnet;power-apps;power-platform,beginner
Troubleshoot Microsoft Teams,https://docs.microsoft.com/en-us/learn/paths/troubleshoot-microsoft-365-teams/,8,"2,232","20,768",5.82%,"1,649",96,106,2559,22.13063769,446,314,learn.wwl.troubleshoot-microsoft-365-teams,support-engineer,m365;office-teams,advanced
Understand data science for machine learning,https://docs.microsoft.com/en-us/learn/paths/understand-machine-learning/,9,"5,728","61,048",7.44%,"1,989",148,164,2559,45.29462,288,445,learn.machinelearning.understanding-machine-learning,ai-engineer;data-scientist;developer;student,azure,beginner
Universal Resource Scheduling in Microsoft Dynamics 365 for Field Service,https://docs.microsoft.com/en-us/learn/paths/universal-resource-scheduling/,6,772,"6,353",4.38%,388,17,20,2559,33.36375216,512,445,learn-bizapps.universal-resource-scheduling,functional-consultant,dynamics-365;dynamics-field-service,intermediate
Unlock customer intent with Dynamics 365 Audience insights,https://docs.microsoft.com/en-us/learn/paths/build-customer-insights/,4,"1,005","8,750",6.64%,422,28,30,2559,24.36597015,610,228,learn-dynamics.build-customer-insights,functional-consultant;business-user;administrator,dynamics-365;dynamics-cust-insights,intermediate
Upgrade Dynamics AX 2012 to Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/upgrade-ax-2012-finance-operations/,6,367,"2,393",4.05%,222,9,9,2559,20.32547684,58,438,learn-dynamics.upgrade-ax-2012-finance-operations,solution-architect;functional-consultant;developer;administrator,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,intermediate
Upgrade Microsoft Office for IT at scale,https://docs.microsoft.com/en-us/learn/paths/m365-office-for-it/,4,591,"3,839",53.62%,138,74,80,2559,5.534207558,"1,321",106,learn-m365-office.m365-office-for-it,administrator,m365;office;office-365,intermediate
Upgrade to Microsoft Teams,https://docs.microsoft.com/en-us/learn/paths/m365-teams-upgrade/,5,"1,231","11,937",13.59%,817,111,138,2559,19.02170322,"6,033",113,learn-m365.m365-teams-upgrade,administrator,m365;office-365;office-teams,intermediate
Use advanced data options and connectors in Power Apps,https://docs.microsoft.com/en-us/learn/paths/advanced-data-options-and-connectors/,4,"1,942","7,072",8.30%,506,42,49,2559,12.5435805,"1,774",141,learn-bizapps.advanced-data-options-and-connectors,functional-consultant;maker,power-platform;power-apps,advanced
Use application development best practices in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/use-application-development-business-central/,7,237,"1,442",7.44%,121,9,9,2559,20.42981716,103,304,learn-dynamics.use-application-development-business-central,developer,dynamics-365;dynamics-business-central,intermediate
Use Artificial Intelligence in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/use-artificial-intelligence/,3,239,"1,061",3.61%,166,6,7,2559,8.825174338,123,133,learn-dynamics.use-artificial-intelligence,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Use basic formulas to make better Power Apps canvas apps,https://docs.microsoft.com/en-us/learn/paths/use-basic-formulas-powerapps-canvas-app/,3,"9,809","48,133",4.13%,"5,329",220,256,2559,11.88787338,"3,282",136,learn-bizapps.use-basic-formulas-make-better-powerapps,business-user;functional-consultant;maker,power-platform;power-apps,intermediate
"Use basketball stats to optimize game play with Visual Studio Code, inspired by the new film SPACE JAM: A NEW LEGACY",https://docs.microsoft.com/en-us/learn/paths/optimize-basketball-games-with-machine-learning/,5,"2,181","54,917",98.03%,760,745,734,2559,12.72581385,726,263,learn.student-evangelism.optimize-basketball-games-with-machine-learning,data-scientist;developer;student,vs-code;azure;azure-app-service-static;github,beginner
Use best practices to secure and govern Microsoft Power Platform environments,https://docs.microsoft.com/en-us/learn/paths/best-practices-environments/,8,"4,670","49,835",9.63%,"3,261",314,297,2559,29.15630978,"2,225",386,learn-bizapps.best-practices-environments,administrator;functional-consultant,power-automate;power-platform;power-apps,intermediate
Use cost accounting in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/use-cost-accounting-dynamics-365-business-central/,5,335,"2,415",8.90%,191,17,17,2559,20.31746269,382,196,learn-dynamics.use-cost-accounting-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Use DAX in Power BI Desktop,https://docs.microsoft.com/en-us/learn/paths/dax-power-bi/,7,"18,159","120,147",2.57%,"13,306",342,373,2559,19.55365108,"5,691",147,learn-bizapps.use-dax-power-bi-desktop,maker;data-analyst,power-bi,intermediate
Use journals in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/use-journals-dynamics-365-business-central/,3,"1,078","9,130",18.33%,633,116,127,2559,24.91158009,678,132,learn-dynamics.use-journals-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Use Lifecycle Services to design and plan an implementation of Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/use-lcs-design-plan-implementation-finance-operations/,2,"2,261","23,254",18.09%,"1,426",258,286,2559,31.94558455,"1,759",146,learn-dynamics.use-lcs-to-design-and-plan-an-implementation-of-f-and-o,functional-consultant;administrator;solution-architect,dynamics-365;dynamics-finance-operations,beginner
Use multiple currencies in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/use-multiple-currencies-dynamics-365-business-central/,5,831,"3,697",4.17%,288,12,14,2559,8.910549539,310,184,learn-dynamics.use-multiple-currencies-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Use OneDrive in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/m365-onedrive-collaboration/,4,"2,303","14,286",8.38%,"1,361",114,131,2559,13.68719062,"1,853",123,learn-m365.m365-onedrive-collaboration,administrator,m365,intermediate
Use Power BI in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/use-power-bi/,3,359,"2,377",11.04%,163,18,21,2559,21.69470752,300,208,learn-dynamics.use-power-bi,functional-consultant;developer,dynamics-365;dynamics-business-central,intermediate
Use Python basics to solve mysteries and find answers,https://docs.microsoft.com/en-us/learn/paths/python-partnership/,3,"14,026","74,431",13.01%,792,103,122,2559,6.832232996,"1,561",116,learn.python-partnership,developer;student,vs-code,beginner
